Major_Group,Title,Deductive_Reasoning,Dynamic_Strength,Explosive_Strength,Fluency_of_Ideas,Inductive_Reasoning,Manual_Dexterity,Mathematical_Reasoning,Memorization,Oral_Comprehension,Oral_Expression,Perceptual_Speed,Reaction_Time,Selective_Attention,Stamina,Static_Strength,Visualization,Written_Comprehension,Written_Expression,ComplexProb,CritThink,Negotiation,Persuasion,SocPercept,TimeMgmt,Troubleshooting,Alabama,Alaska,Arizona,Arkansas,California,Connecticut,Delaware,DistrictofColumbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,NewHampshire,NewJersey,NewMexico,NewYork,NorthCarolina,NorthDakota,Ohio,Oklahoma,Oregon,Pennsylvania,PuertoRico,RhodeIsland,SouthCarolina,SouthDakota,Tennessee,Texas,Utah,Vermont,VirginIslands,Virginia,Washington,WestVirginia,Wisconsin,Wyoming
31,Physical Therapist Aides,2.88,2.25,1.38,2.12,3,2.62,2,2.25,3.38,3.12,2.75,1.5,3,2.62,2.88,2.12,3,3,1,1,1,2,2,1,2,25940,53320,35830,34150,39230,37010,32250,37920,34950,30910, ,40050,30980,36060,31620,36750,31310,32080,23520,44400,34360,41940,31410,43150,30110,31180,32720,30170,32680,35900,42380,41710,39530,42950,38640,35040,26110,37770,36730,24100,39930,29350,34530,32330,34520,28550, , ,30750,40730,32850,36540,30890
31,Physical Therapist Assistants,3.25,2.25,1.62,3,3.25,3,2,2.12,4,4.12,3,2,3.25,2.5,3.12,3,3.75,3.25,2,2,1,2,2,1,2,61360,72840,65540,64020,83190,70470,64580,61880,68460,69900, ,62440,58310,68300,65420,61490,63460,59230,56010,60760,67640,75360,58320,65400,60570,62610,62960,60850,68400,69590,71620,59330,64220,66830,57180,64590,61000,67660,61880,26500,66610,68270,51900,63180,71460,60770,68040, ,72570,68260,62280,62580,63930
31,Psychiatric Aides,3.62,2.12,2.25,2.88,3.5,2.75,2.12,2.12,3.88,4,3,2.75,3.12,2.75,2.88,2.38,3.75,3.12,2,2,3,2,2,1,2,30910,48140, ,33380,50270,50600, , ,37090,35060, , , ,53050,42550,37140,34540,40010,31100,41460,42730,58530,41210,48090,31100,40650,39030, ,53140,51040,46990, ,53150,37090, ,46170,37440,49370,45700, ,49870,33800, , ,43470,35670,45170, ,37140,54690,31410, , 
31,Speech-Language Pathology Assistants,3.5,1,1,3,3.5,2.12,2.12,2.38,4,4,2.75,1,2.75,1,1,2.25,3.88,3.88,2,2,2,2,2,1,1,40540,65330,50480,43090,57510,48000,55170,72370,48390,45370, ,46680,47080,44720,51150,44840,52610,46980,35670,48800,45620,58240,43620,45220,42930,38410,48030,44500,52300,46190,50440,50880,54010,49930,48440,47310,48850,49750,45910,33860,48640,49450,46800,46500,45980,47700,45850, ,47670,58850,41760,46370,46620
31,Veterinary Assistants and Laboratory Animal Caretakers,3.12,2,1.38,2.25,3,3.12,2.75,2.12,3.38,3.38,2.5,2,3,2.38,2.75,2.25,3,3.25,1,2,1,1,1,1,2,31240,39950,39460,33340,46500,46350,37710,45340,37460,34530, ,39230,35460,38890,34860,34410,33870,33830,31130,46790,44880,47460,37580,41880,30440,34890,36660,34410,37130,35930,44460,35320,43300,37510,37400,35850,32180,42500,38070,22630,44050,36240,32290,36510,33170,36980,36510, ,37410,43230,31720,35010,34360
33,Animal Control Workers,3.5,2.12,1.75,2.88,3.38,3,2,1.88,4,4,2.38,2.38,2.75,2.25,3.12,2.12,3.38,3.25,1,2,2,2,2,1,1,39430,59960,46410,34270,63690,60120, , ,48700,40150, , ,42330,48730,45630,48470,44430,35520,42420,45860,56000,60470,48050, ,35700,45380,46240, ,61230,51390,52540,38550,61190,43670, ,45360,37050,67190,54360, ,54610,40040,52140,42440,43240,46970,41190, ,49860,64130,36430,49470,51370
33,Bailiffs,3.12,2.12,2.38,2,3,2,1.38,2.12,3.62,3.75,2.38,2.5,3.75,2.25,3,2,3,2.75,1,1,2,2,2,1,1,37290,91470,49950,47410, ,107170, , ,66720,93570, ,49810,55890,51600,47120,57950,65220,38070,51200,71190,54630,77410,59100,50640,46040,43590, ,67140,72180,37390, , ,77930,55950,31950,55510, ,59960,44040,39640, ,33730, ,39450,61030,62110, , ,61950,70080,34310,43550,43950
33,Correctional Officers and Jailers,3.75,3,3,2.88,3.75,3,2,2.5,4,4,3,3,3.38,3.12,3,2.88,3.38,3,2,2,3,3,2,1,2,49050,74120,55160,41900,91470,62710,59340, ,57980,45640, ,68930,55970,79360,49310,54720,47250,43510,43490,52180,64670,77200,60760,65710,39010,43920,53990,62760,79490,63390,83990,48300,75060,50450,56250,57050,45740,79330,63720, ,63660,50740,50960,51290,52460,63980,51620, ,54030,76100,55410,75900,55110
33,Crossing Guards and Flaggers,3,2,1.5,1.88,2.88,2.38,1.38,2,3.5,3.5,2.25,2.75,3.12,2.38,1.88,1.88,2.38,2.38,1,1,1,1,1,1,1,29050, ,35650,30530,56490,45840,38360,40450,36280,36940, ,50200,40620,45400,41400,46570,33910,35990,27360,41440,39610,44310,33230,49290,31140,37110,45380,35270,36450,43740,45420,32090,47090,35310,55950,36500,30210,51090,41450, ,47990,41140,47290,41240,33720,34210,47590, ,37990,62980,37320,40000,37920
33,Customs and Border Protection Officers,3.88,1.88,2,2.88,4,2.75,2.38,2.75,4,4,3.25,2.5,3.25,2.12,2.5,2.5,3.88,3.62,2,2,3,3,2,1,1,55330,103670,82400,49700,111630,83210,85350,91310,83850,57970, ,92030,68470,92020,73620,75390,58580,59460,52840,68100,81660,80790,71380,84220,45450,63640,69670,73580,84510,70060,93290,65020,86880,60520,74450,76200,61000,88260,83130,41280,75090,60140,62940,60280,75970,77370,68220, ,70330,101590,54930,77520,66280
33,Detectives and Criminal Investigators,4.12,2.25,2.5,3.38,4.38,2.5,2.5,2.88,4.38,4.12,3.25,2.62,3.25,2.25,2.5,2.88,4,3.75,2,2,3,3,2,1,2,77900,127090,98670,67640,120930,99560,105460, ,94360,76520, ,124950,86860,97900,79500,86140,74870,88950,69230,90140,127850,118660,104170,88940,67560,87900,94470,101710,101180,99180,116770,83500,106280,75320,86660,89760,83850,114240,102050,85370,96810,77110,90250,83560,91250,87790,101860, ,117280,118100,101920,92950,91300
33,Fire Inspectors and Investigators,3.88,2.25,2.12,3.12,3.75,2.5,2.38,2.62,4,3.88,2.88,2,3.38,2.25,2.25,2.75,4,4,2,2,2,3,2,1,3,55070, ,74090,62590,99980,77580,64550, , ,66740, , ,74460,76950,66870,77580,67330,55110,76880,55430,84860,90140,83150,85350,52990,91820, ,73750,92800,81450,73070,66130,79740,66740,75810,80230,51340,110240,67260,45930,75330,63170, ,65400,80240,70770,72750, ,71210,112580,52730,75680,81260
33,Firefighters,3.75,3.5,3.12,2.88,3.62,3.5,2.62,2.88,3.88,3.75,3.38,3.5,3.12,3.62,3.75,3.25,3.38,3,2,2,2,2,2,2,3,49640,59730,60660,43870,98200,72090,54760,80320,63610,47340, , ,56370,76650,61850,57440,48410,40960,37270,49210,72070,73130,55970,48510,38560,53180,62840,58960,69050,55800,87710,44110,86680,42450,56000,59170,50090,71930,67930,37660,68840,45730,48500,49810,60880,53580,47140, ,58510,87240,44450,51840,54970
33,First-Line Supervisors of Correctional Officers,4,2.5,3.12,3,3.75,2.38,2.12,2.62,4,4,3.12,3.12,3.12,3,3.12,2.25,3.88,3.75,2,2,3,3,2,2,1,76060,98930,77460,51120,129490,82680,79210, ,65920,58350, ,94510,74280,112270,60770,76530,66040,56720,64960,67240,83860,98400,80210,92420,55690,53030,69210,83290,105930,81250,117200,67200,101940,69080,81250,77210,63840,110940,92480, , ,70070,74250,68210,65990,98290,73160, ,72450,97660,66050,92390,76270
33,First-Line Supervisors of Firefighting and Prevention Workers,3.75,2.75,3.12,3.5,3.75,3.25,2.62,2.88,4.12,4.25,3.25,2.88,3.25,2.88,3.12,3.12,3.62,3.62,2,2,3,3,2,2,2,77100,88140,89180,68470,154430,101980,86470,125530,103430,69700,86300, ,84960,116310,91780,81360,80410,68110,59720,75610,114160,101850,79400,84230,51310,82340,85290,85870,101700,85560,136380,69220,126040,70500,85610,84740,85830,103080,97270,48270,88190,75020,80570,72850,86280,94800,80960, ,94850,120730,61150,84440,84120
33,First-Line Supervisors of Police and Detectives,3.88,2.12,2.38,3.12,3.88,3,2.62,3,4,4,3,2.88,3.5,2.12,2.75,2.75,4,3.88,2,2,3,3,2,2,2,81590,129720,113780,69030,162570,115310,122560,146810,108190,82180, ,131410,93400,123850,96220,101240,86220,85390,71300,93150,117240,110830,100490,96210,61210,89940,91740,103930,126750,102610,146900,93050,127950,88660,103970,97880,86280,122730,106590,48260,101480,85010,91690,77080,108680,110770,107490, ,112670,137900,76350,101540,90700
33,Fish and Game Wardens,3.75,2.25,1.88,2.88,4.12,2.62,2.38,2.38,4.12,4.12,2.88,2.88,3,3,2.88,2.5,3.62,3.5,2,2,2,3,2,1,2,66410, ,48730,68520,92510,65330, , ,34380,71400, ,76200,71460, ,96550,84660,63360,55610,55280,67840,88420, , , , ,60410,61400,61210,83980, ,68890, ,77570,58490,78560,76500,56210, ,57460, , ,68890,65240,80170,77910, ,70550, ,63040,106440,61860, ,69240
33,Forest Fire Inspectors and Prevention Specialists,3.62,2.12,1.62,2.88,3.5,2.5,2.38,2.25,3.88,4,3.25,2.12,3,2.38,2.25,2.75,3.5,3.25,2,2,2,2,1,2,2,39520, , ,41280,99770, , , ,56970,48390, , , , , , , , ,73750,64690, , , , ,29900, , , , , ,66020, , , , , ,77680,71730, , , , , , , ,80080, , , ,49400, , , 
33,Gambling Surveillance Officers and Gambling Investigators,3.5,1.62,1.75,2.25,3.75,2,2.12,2.12,3.88,3.62,3.38,1.62,4,1.75,1.88,2.25,3.12,3.75,1,2,1,1,2,1,1,41930, ,49270, ,47100, ,41480, ,42050, , , ,42120,43980,72160,40950,40540,38330,37350, ,49700,58060,51490,42690,38510,38310, , ,48350, ,51740,40290,52640, ,50860, ,38390,52120,45320,23850, , ,38420, ,37420, , , ,49600,49930,36090,48080, 
33,Intelligence Analysts,4,1.38,1,3.25,4.25,1.62,2.88,2.62,4.12,4,3,1,3,1,1,2.75,4.12,4,2,2,3,2,1,1,1,77900,127090,98670,67640,120930,99560,105460, ,94360,76520, ,124950,86860,97900,79500,86140,74870,88950,69230,90140,127850,118660,104170,88940,67560,87900,94470,101710,101180,99180,116770,83500,106280,75320,86660,89760,83850,114240,102050,85370,96810,77110,90250,83560,91250,87790,101860, ,117280,118100,101920,92950,91300
33,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",3.12,2.12,2,2.25,3,2.12,1.5,2.25,3.25,3.5,3,2.12,3.25,3,2.88,2,2.75,2.62,1,1,1,1,2,1,1,26840,35160,35110,26870,45010,36170,30810,60130,36530,31420,26330,57890,28510,33950,28610,26240,25300,29380,24600,35740,34110,37910,33170,32410,23950,29800,31080,28200,32000,36940,35850,30260,37350,29010,28490,28920,24810,35360,30320,23050,35590,28250,31140,27410,30280,30350,34840, ,33270,40530,28470,29900,30620
33,Parking Enforcement Workers,3,2,2,2,3,2.5,2,2.25,3.25,3.62,3,2.38,3,2.62,2.62,2.12,3,3.12,1,2,2,2,2,1,2,38190, ,41870, ,68500,59440,43100, ,49450,37930, , ,38060,52490,39210,47550,42360, , ,47620,49210,53690,42220,47190, ,41180,45420, ,56600,46760,45750, ,50670,41140, ,44630,40940,60270,44110, , ,44620, ,37090,37780,49150,49700, ,47940,67380,30330,48190, 
33,Police and Sheriff's Patrol Officers,4.25,3.12,3.25,3,4.25,2.88,2.25,3,4.5,4.12,3.12,3.12,3.25,2.88,3.25,2.62,3.88,3.5,2,2,3,3,2,2,1,55330,103670,82400,49700,111630,83210,85350,91310,83850,57970, ,92030,68470,92020,73620,75390,58580,59460,52840,68100,81660,80790,71380,84220,45450,63640,69670,73580,84510,70060,93290,65020,86880,60520,74450,76200,61000,88260,83130,41280,75090,60140,62940,60280,75970,77370,68220, ,70330,101590,54930,77520,66280
33,Police Identification and Records Officers,3.88,1.88,1.5,3.12,4,2.75,2.62,2.25,4,3.75,3.12,2.25,3.12,2,2.12,2.62,4,3.75,2,2,2,2,2,1,1,77900,127090,98670,67640,120930,99560,105460, ,94360,76520, ,124950,86860,97900,79500,86140,74870,88950,69230,90140,127850,118660,104170,88940,67560,87900,94470,101710,101180,99180,116770,83500,106280,75320,86660,89760,83850,114240,102050,85370,96810,77110,90250,83560,91250,87790,101860, ,117280,118100,101920,92950,91300
33,Private Detectives and Investigators,3.88,1.38,1.25,3,4.12,2,2.5,2.12,4,4,3,2,3.38,1.12,1.38,2.25,3.88,3.88,2,2,2,2,2,1,1,51790,62310,70250,54090,67140,64200,55500, ,57240,55190, ,56750,50420,71380,52140,51930,48870,52710,47520,52170,84950,67190,55580,69860,48380,49750,54260,61020,70010,57830,62080,51790,73290,62490,48050,56050,47780,75590,62050,38610,59440,61700, ,59230,58630,57700,62950, ,61010,72710,49880,51550,64540
33,Retail Loss Prevention Specialists,3.75,1.88,2,2.75,3.62,2.12,2.5,2.5,4,3.75,2.75,2.38,3.38,2.12,2.12,2.5,3.5,3.12,1,2,2,2,2,1,2,46500,56710,56010,41300,47010,50860,42390,82710,49740,47270, ,73540,46090,44280,46540,46500,45670,44910,44130,46940,60710,52180,51660,48370,47710,56160,41380,57260,59140,75510,53670,75260,63640,50230,55780,47630,47510,49660,38030,31040,64680,44200,46470,50780,42780,60790,46820, ,46190,46210,55660,56920,50780
33,Security Guards,3.25,2.12,2.12,2.25,3,2.12,2,2.25,3.62,3.38,2.88,2.25,3.38,2.75,2.75,2.38,3,2.88,1,2,2,2,1,1,2,34640,54720,41260,38670,45970,43150,44940,60420,39000,39720,25710,43310,48350,43850,42650,40310,41440,36760,35530,42310,44850,45680,40100,50110,32750,45880,39130,43260,39880,47720,43270,45330,45920,40600,42080,40500,40500,46110,40770,21190,39540,36030,39340,39630,37500,43130,43830,32630,47650,52940,39430,43000,38560
33,Transit and Railroad Police,3.75,2.88,3,3,3.88,3,2.12,2.38,4,4,3,2.88,3.25,3,3,2.62,3.38,3.75,2,2,3,2,2,1,2, , , , ,100240, , , ,85180, , , , , , , , , , , ,89900, , , , ,71420, , , , ,97130, ,107760, , , , , , , , , , , ,87820, , , , , , , , 
33,Transportation Security Screeners,3.5,2.38,1.88,2.38,3.5,3,2,2.5,3.5,3.5,3.25,2.88,3.62,2.62,2.88,2.62,3.12,2.75,1,2,2,2,2,1,2,59850,69000,56980,55670,67030, , , ,58240,59220,56480,65530,55730,65120,55940,56730,57510,57090,59660,60460,63300,65960,63750,63540,58670,57560,51890,56200,59050,70120,65220,56050,64070,59020,58390,60210,58960,60370,58990,52460,65540,57610,53760,57300,63230,58440,60850,60300,61850,67770,59520,55960, 
35,Baristas,2.88,2.38,2.12,2.62,2.62,3,2.12,2.5,3.75,3.62,2.75,2.5,2.88,2.62,2.62,2.38,3,2.75,1,1,2,2,2,1,2,25450,32640,33950,27010,39450,34960,31800,40870,29600,26920,21150,33950,27630,32900,28200,28310,26800,26600,25360,35360,33400,35970,29410,32720,23330,30810,29780,30300,30870,30800,34160,30130,36300,29030,30150,28580,25090,35090,28690,21320,32630,26730,30390,27790,26850,29030,37640,24600,30890,39150,27130,28410,27190
35,Bartenders,3,2.12,1.38,2.75,3,3.12,2.25,3,3.75,3.88,2.75,1.75,3,2.5,2.25,2.5,3,3,1,2,2,3,2,1,2,27860,37020,52500,31570,45750,47510,39530,60420,41220,30620,22510,71570,29270,35340,27690,26650,34310,32830,25440,55650,43020,43670,46380,28410,33910,32320,26370,36000,32640,38390,51880,39610,62080,37280,32560,37440,27100,40090,31300,24910,42390,25480,30990,28470,35120,38340,59680,52150,53400,55450,36420,26210,27320
35,Chefs and Head Cooks,4,2.12,1.5,3.25,3.5,3.25,3.12,2.88,4,4,3.12,2.25,3.25,2.25,2.25,3.12,3.25,3.12,2,2,3,3,2,2,2,63800,60810,65930,56450,71350,71630,67330,79090,62540,57970,44800,92690,54940,63360,60190,48630,60920,51800,44940,57550,64130,75900,59170,63800,50150,62180,58090,66690,62140,61370,75020,60750,70200,66330,71280,60700,51420,63720,62500,35780,87950,64050,47900,62210,55130,50400,68650,67990,62120,71430,65150,62300,69510
35,"Cooks, Fast Food",2.88,2.12,2,2,2.38,2.88,2,2,3.62,2.88,2.12,1.62,2.88,2.5,2.25,2,2.88,2.38,1,1,1,1,1,1,1,26340,33230,32340,25980,38420,35820,30240,41520,30790,27750,21990,39920,26750,32560,28910,29200,28140,25090,21890,36400,33710,38190,29340,31990,23230,30070,28930,29770,34070,37960,34740,29900,34690,26410,31140,27630,26910,39230,28390,21500,34680,25910,31520,29120,26170,30590,35760, ,30260,39500,24330,27820,33040
35,"Cooks, Institution and Cafeteria",3.12,2.12,1.25,2.5,3,3,2.75,2.12,3.12,3.25,2.75,2,3,2.75,2.12,3,3,2.88,1,1,2,2,1,1,2,26910,48410,40890,31160,47060,46640,42020,45790,36600,34720,30910,50250,33890,38050,34480,33580,31930,32300,27580,41250,41130,47100,35910,42340,27190,33470,37340,36290,40150,44260,43670,34460,46050,34380,40080,35970,29190,43320,36800,26470,44960,31830,35790,33260,33020,38680,42160,30640,37640,49920,30700,39000,36180
35,"Cooks, Private Household",3.12,2.12,2,3.25,3,3.12,2,2.12,3,3.12,2.62,2,3,2,2.88,2.62,3,2.88,1,2,1,2,1,1,2, , , , , , , , ,33400, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
35,"Cooks, Restaurant",2.88,2.12,1.62,2.88,2.88,3.12,2.38,2,3,3,3,2.12,3,2.62,2.38,2.88,2.75,2.75,1,1,1,1,1,1,2,31510,40580,39660,30970,44240,40190,37450,44890,36620,33440,24340,46330,33420,37840,33670,35280,33730,32340,30280,44320,39060,45160,36150,40020,29690,35730,38230,36280,40150,40390,40900,34160,42890,34820,35530,33230,33320,40350,34140,25640,41470,34690,35150,35030,33250,37290,44140,35940,37840,44860,29410,37080,37690
35,"Cooks, Short Order",2.62,2,1.38,2.12,2.62,3,2.12,2.38,3.62,3,2.62,2,3,2.25,2,2.5,2.88,2.25,1,1,2,2,1,1,2,28600,43090,42920,31520,41040,37430,34110,42060,35310,26540,22950,45440,29910,37990,29560,32700,31480,31440,30230,36040,35810,44580,32870,31560,26280,35770,32930,32760,37050,30820,37050,37290,38130,29680,41770,29710,29800,36410,24680,20930,35990,29420,32530,29620,30310,38240,40360, ,32220,44170,27380,28440,34590
35,Dining Room and Cafeteria Attendants and Bartender Helpers,2.62,2.88,1.5,2,2.5,3.12,2,2,3,3,2,1.38,2.38,3.12,3,2.25,2.12,2,1,1,1,1,1,1,2,23810,34570,39480,28770,40480,37130,32330,44110,34880,29990,22280,49020,27450,32990,28320,26600,28570,28020,26510,42280,36530,38250,31400,29590,23400,30510,30640,31650,29300,25970,37900,30100,42820,26720,33140,30040,27120,35760,29060,23020,33190,25470,29610,29060,27870,28270,39690,31930,33590,43140,29940,27130,25260
35,Dishwashers,2,2.12,1.5,2.12,2,3.62,2,2,2.88,2.88,2.12,2.12,2.88,2.62,2.88,2.12,2,2,1,1,1,1,1,1,2,26820,32980,35160,27720,39230,35560,32310,39520,30920,29920,20780,39430,28770,35090,27830,27060,27640,28210,24570,35040,33740,39020,30520,32550,24030,32210,29980,29750,35360,32620,35670,29790,36620,29650,29490,29540,26730,35680,29140,21380,33930,29390,27540,30310,29240,29830,35740,28400,33080,39850,25960,26820,29150
35,Fast Food and Counter Workers,2.38,2.12,1.38,2,2.38,2.62,2.25,2.38,3.38,3.25,2.25,1.75,2.62,2.12,1.5,2,2.38,2.12,1,1,1,1,2,1,1,25450,32640,33950,27010,39450,34960,31800,40870,29600,26920,21150,33950,27630,32900,28200,28310,26800,26600,25360,35360,33400,35970,29410,32720,23330,30810,29780,30300,30870,30800,34160,30130,36300,29030,30150,28580,25090,35090,28690,21320,32630,26730,30390,27790,26850,29030,37640,24600,30890,39150,27130,28410,27190
35,First-Line Supervisors of Food Preparation and Serving Workers,3.88,2.12,1.38,3,3.12,2.5,3,2.75,4,4,2.75,1.88,3,2.62,2.25,3,3.38,2.88,2,2,3,3,2,2,2,38590,49670,46210,35910,50160,52420,50580,57640,45220,40850,27570,53200,40400,43920,43160,42060,41600,37540,38990,49630,46090,51430,42400,47430,36870,42640,44900,40710,43730,49490,51790,43200,51300,45180,45180,40940,37430,48080,42680,29130,51730,42770,42140,42680,40980,41920,51780,47060,46650,55730,35050,42830,42400
35,Food Preparation Workers,2.62,2,1.75,1.88,2.5,2.88,1.88,1.88,3,2.88,2,1.62,2.62,2.5,2.25,2,2.25,1.88,1,1,1,1,1,1,2,26660,37840,36550,29010,40510,37450,34030,40120,34520,32730,21850,41410,31380,35820,31420,29950,30480,26280,24770,36320,35870,40620,33080,35170,25190,32550,32400,32790,34850,34870,36960,30840,38460,30030,35460,32540,26360,36960,31360,22020,37040,30900,30760,30350,30140,33340,39220,28830,33170,41210,28100,32980,33980
35,"Food Servers, Nonrestaurant",2.88,2.12,1.38,2,2.88,2.88,2,2.12,3.5,3.12,2.12,2,3,2.25,2.38,2.12,2.75,2.5,1,1,1,1,1,1,2,27540,33940,37710,27090,42730,38120,33250,41450,34240,33630, ,43640,31360,35320,32240,30520,27340,31870,24610,36360,35640,37770,32480,36080,25890,32570,31570,31910,35720,36240,36460,31960,40740,31500,34850,30700,27440,38630,32060,21510,36400,30280,34510,29010,29840,30030,38730,33290,34540,40840,30150,34040,31520
35,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2.88,1.88,1.25,1.88,2.88,2.25,2.12,2,3.88,3.88,1.88,1,2.75,2.12,2,2,2.88,2.5,1,1,2,2,2,1,1,24740,36280,38210,26680,39390,35770,29990,41360,31480,27490,20160,44190,26170,34560,28730,30680,27480,26450,21830,37760,34360,36230,29520,31000,22860,31790,28340,30560,32480,31250,35860,29520,41060,26680,28530,28210,25640,35220,29050,22930,32970,26280,30570,28800,27450,31810,36160,33350,32530,40100,25460,29670,26390
35,Waiters and Waitresses,3,2.88,1.25,2.12,2.88,2.88,2,2.88,3.88,3.88,2.12,2,3,3,2.75,2.12,2.88,2.5,1,1,2,2,2,1,1,24420,37710,47660,29380,44250,45590,39820,52330,39040,27340,21340,59710,33780,34700,30970,29710,35080,29120,24240,52390,41640,44550,40530,27970,24490,32790,28660,39660,31660,44310,49510,38420,53360,32670,35600,38910,27920,42530,36610,27940,43930,24360,30780,30390,31730,34030,61610,43050,43130,55520,36650,32370,31240
37,First-Line Supervisors of Housekeeping and Janitorial Workers,3.12,2.25,1.38,2.75,3,3,2.12,2.12,3.62,3.88,2.5,1.88,2.62,2.5,2.75,2.12,3,3,2,2,3,2,2,2,2,45740,56460,51640,39830,60980,55570,51270,55140,48150,48370,30330,60320,51700,54440,49000,47570,52980,43640,43000,53470,49820,60550,48580,53760,41760,45550,46530,50540,51130,56520,57900,49450,59940,45360,53970,45650,43420,53260,49040,26430,59280,49990,45880,48780,41890,52730,57960, ,51770,60180,42020,50670,50510
37,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",3.12,2.12,1.88,3,3.12,3,2.38,2.38,4,3.88,3.12,2.38,3,2.25,3,3.25,3.25,3.12,2,2,2,3,2,2,2,52810,71630,54980,50300,64980,72470,66660,66900,55300,49080,35320,66260,54210,60870,59930,54950,56470,54640,54110,61870,53470,70150,58290,61910,51800,51800,55430,55490,58860,68880,73640,57030,68610,57120,59840,56840,54410,64050,55510,33390,64460,56790,53590,54250,55430,59440,72250, ,56990,72240,50610,64890,59030
37,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2.75,2.12,1.5,2.12,2.5,3,1.5,1.88,3,3,2.12,2,2.88,2.75,3,2.25,2.25,2.25,1,1,1,1,1,1,2,30020,40810,37090,31580,42790,41330,35780,40610,33600,33290,24690,39130,34950,39440,35140,36840,33510,33150,28930,40820,38020,44740,35880,40050,28540,35500,38320,36730,37510,39470,40000,34160,44210,32820,38370,35810,31360,40200,36460,23460,40060,31260,34480,32950,32340,33190,40390,29680,34840,45460,32510,36620,36510
37,Landscaping and Groundskeeping Workers,2.75,2.75,2.12,2,2.75,3.38,1.5,2,2.88,2.75,2.38,2.5,2.88,3,3.12,3,2.25,1.75,1,1,1,1,1,1,2,34570,46230,39830,33750,46120,45710,39170,49130,37380,37420,28930,43970,40430,43430,38230,38440,38710,36700,33470,44480,41110,49130,40110,45280,32750,39650,41410,39490,42350,44110,42470,37190,45030,37580,41790,38310,34640,43410,39830,23460,43850,36110,33900,38390,36630,41180,44570,35760,39510,48260,32310,41220,38320
37,Maids and Housekeeping Cleaners,2.62,2.88,1.25,2,2.62,2.75,2,2,3,3,2,1.38,2.88,3,2.88,2,2.5,2,1,1,1,1,1,1,2,26910,39430,35820,28340,45100,37710,32150,44960,33730,29630,22800,51840,34140,38420,31840,31980,31210,29970,27170,37080,34720,42430,33120,37570,25050,32440,35970,33120,40830,36280,37260,31330,49680,32260,34270,31030,27970,37670,33340,24260,36700,29530,30970,31110,30100,34940,36820,32370,32970,41190,27990,34200,33010
37,Pest Control Workers,3.62,2.25,1.62,2.88,3.5,3,2.75,2.12,3.75,3.75,2.88,2.5,3,2.62,2.88,3,3.25,3.62,2,2,3,3,2,2,3,42270,55060,45110,40580,45740,47300, , ,47020,44750,30980,48410,39320,46270,46920,40280,45320,40770,42750,51380,46280,49790,47760,45300,42710,41040,45960,40680,48230,50890,49710,36630,54240,41330,53460,45230,38830,45220,45700,31630,49780,40870,42640,45130,45800,44340,47360, ,46320,51890,40980,48680,42350
37,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",3.25,2.25,1.5,2.5,3,3.12,2.25,2,3.25,3.12,2.5,2.5,3,2.12,3,2.75,3.12,2.62,1,2,1,1,1,2,2,43820, ,47300,42500,49140,42450,43070, ,42710,37740, ,49660,44050,47960,47240,41090,46240,41660,41750, ,46330,60100,47830,48050,37230,40590,40310,46900,42620,48780,52740,50840,51690,46320,51480,46510,32770,51550,47030,26860,42570,40220,45330,46850,47290,40160, ,32430,51790,51130,37680,45430,49680
37,Tree Trimmers and Pruners,3.25,3.38,1.75,2.5,3.12,3.88,2,1.88,3.62,3.12,2.5,3.88,3.38,3.25,3.75,3.12,2.62,2.5,2,2,1,1,1,1,3,40240,73980,53440,39550,65690,52120, , ,52980,44840, ,60540,45920,64790,47040,38980,44230,39830,42100,67000,48700,63230,51180,65560,47250,47750,53710,41520,49710,56750,59350,55080,64020,44640,50890,50130,45130,68940,53570,45490,60130,46990,47290,46340,43730,54970,59620, ,51160,65640,47560,50340,53340
39,Amusement and Recreation Attendants,2.75,1.88,2,2,2.75,2.62,2.12,2,3.75,3.75,2.12,1.5,2.88,2.12,2,2.12,2.75,2.62,1,1,1,1,1,1,2,23550,39610,34710,28060,37440,35360,30520,36960,30190,25950,21530,41410,28610,33040,26660,26470,25470,27850,24840,35450,35410,35120,28660,32400,23190,30410,28980,28010,30580,31220,34720,29260,37370,26380,29250,27590,24310,34470,27410,21050,32070,26390,28880,27680,27600,28350,34900,31540,32880,38630,27570,29690,29220
39,Animal Caretakers,3,2.12,1.5,2.12,3,2.75,2,2.12,3.25,3.12,2.12,1.5,2.62,2.75,3.12,2,2.88,2.5,1,1,1,1,1,1,2,30110,37600,36760,32080,40310,40280,33420,41360,35280,29550, ,39170,32150,36090,30650,31500,30210,31250,28620,38810,39540,38290,32960,35660,26070,31970,34590,34560,32350,34700,38340,33410,39190,31480,31720,34220,30050,36610,32320,25530,36420,31200,32260,31750,32350,35990,36170,27510,33820,43330,29030,32590,31040
